Time,MAX,MIN,AVG
0.465,0.064789459,-0.007499786,0.027126154
0.47,0.060840882,-0.007196048,0.026822418
0.475,0.061752096,-0.012967037,0.027126154
0.48,0.065700665,-0.00780352,0.027126154
0.485,0.062663302,-0.005981104,0.026822418
0.49,0.060840882,-0.007499786,0.026822418
0.495,0.064485721,-0.007499786,0.027126154
0.5,0.062359564,-0.00780352,0.027126154
0.505,0.059929676,-0.00871473,0.026822418
0.51,0.060233414,-0.012055831,0.027126154
0.515,0.062359564,-0.00871473,0.026822418
0.52,0.06296704,-0.00871473,0.027126154
0.525,0.063878246,-0.010840883,0.027126154
0.53,0.063270777,-0.00871473,0.026822418
0.535,0.062055834,-0.006892314,0.026822418
0.54,0.067523085,-0.006284839,0.027126154
0.545,0.060840882,-0.005981104,0.027126154
0.55,0.061752096,-0.00871473,0.027126154
0.555,0.065093197,-0.010537149,0.027126154
0.56,0.062055834,-0.006588576,0.027126154
0.565,0.062359564,-0.00962594,0.026822418
0.57,0.064485721,-0.010840883,0.026822418
0.575,0.063270777,-0.007196048,0.027126154
0.58,0.063574515,-0.011448355,0.026822418
0.585,0.061448358,-0.011752093,0.026822418
0.59,0.061752096,-0.007499786,0.026822418
0.595,0.059625939,-0.008107258,0.026822418
0.6,0.060537152,-0.011448355,0.026822418
0.605,0.063878246,-0.011144621,0.026822418
0.61,0.064789459,-0.008410996,0.026822418
0.615,0.064485721,-0.011752093,0.026822418
0.62,0.066004403,-0.009929674,0.026822418
0.625,0.061752096,-0.00871473,0.026822418
0.63,0.060537152,-0.00962594,0.026822418
0.635,0.063270777,-0.008107258,0.026822418
0.64,0.064485721,-0.008107258,0.026822418
0.645,0.06114462,-0.00780352,0.026822418
0.65,0.061752096,-0.011144621,0.026822418
0.655,0.065396927,-0.008410996,0.026822418
0.66,0.061448358,-0.009929674,0.026822418
0.665,0.063270777,-0.005677367,0.026822418
0.67,0.060537152,-0.009322202,0.026822418
0.675,0.061752096,-0.009322202,0.026822418
0.68,0.066611879,-0.013270775,0.026822418
0.685,0.061752096,-0.00871473,0.026822418
0.69,0.063270777,-0.010537149,0.027126154
0.695,0.05901847,-0.009322202,0.026822418
0.7,0.060233414,-0.010233412,0.026822418
0.705,0.061752096,-0.00962594,0.026822418
0.71,0.065093197,-0.011144621,0.026822418
0.715,0.062663302,-0.013270775,0.026822418
0.72,0.06114462,-0.013574513,0.027126154
0.725,0.066004403,-0.009018468,0.027126154
0.73,0.061752096,-0.008410996,0.027126154
0.735,0.06114462,-0.008107258,0.026822418
0.74,0.059929676,-0.00780352,0.026822418
0.745,0.060537152,-0.012359565,0.027126154
0.75,0.064789459,-0.006892314,0.026822418
0.755,0.059929676,-0.007499786,0.026822418
0.76,0.059322201,-0.005981104,0.026822418
0.765,0.069041766,-0.00780352,0.026822418
0.77,0.06114462,-0.007499786,0.026822418
0.775,0.064485721,-0.008410996,0.026822418
0.78,0.06296704,-0.005069895,0.027126154
0.785,0.060537152,-0.00871473,0.026822418
0.79,0.062055834,-0.00780352,0.026822418
0.795,0.063878246,-0.00780352,0.026822418
0.8,0.061752096,-0.009322202,0.027126154
0.805,0.063878246,-0.007196048,0.026822418
0.81,0.064485721,-0.006588576,0.026822418
0.815,0.062055834,-0.00871473,0.026518682
0.82,0.061448358,-0.007196048,0.026822418
0.825,0.060840882,-0.006892314,0.026822418
0.83,0.06296704,-0.00962594,0.026518682
0.835,0.066915609,-0.008107258,0.026822418
0.84,0.06296704,-0.007196048,0.026822418
0.845,0.059929676,-0.017523082,0.026822418
0.85,0.062055834,-0.008107258,0.026822418
0.855,0.063574515,-0.007499786,0.026822418
0.86,0.064181983,-0.006588576,0.026822418
0.865,0.062359564,-0.010233412,0.026822418
0.87,0.063878246,-0.005677367,0.026822418
0.875,0.061448358,-0.00871473,0.026518682
0.88,0.062663302,-0.007499786,0.026822418
0.885,0.06296704,-0.010233412,0.026822418
0.89,0.061752096,-0.009929674,0.026822418
0.895,0.060537152,-0.011752093,0.026822418
0.9,0.069041766,-0.013574513,0.026822418
0.905,0.067219347,-0.00871473,0.026822418
0.91,0.060840882,-0.007499786,0.026822418
0.915,0.064485721,-0.006588576,0.027126154
0.92,0.062055834,-0.009929674,0.027126154
0.925,0.060537152,-0.007499786,0.026822418
0.93,0.06296704,-0.008107258,0.026822418
0.935,0.063574515,-0.008107258,0.026822418
0.94,0.061752096,-0.006892314,0.026822418
0.945,0.062055834,-0.012967037,0.026822418
0.95,0.059625939,-0.013270775,0.027126154
0.955,0.064485721,-0.008410996,0.026822418
0.96,0.067826822,-0.010840883,0.026822418
0.965,0.063878246,-0.008107258,0.026822418
0.97,0.061448358,-0.009929674,0.026822418
0.975,0.063878246,-0.00871473,0.026822418
0.98,0.060840882,-0.00871473,0.026822418
0.985,0.060840882,-0.008107258,0.026822418
0.99,0.059929676,-0.007499786,0.026822418
0.995,0.062055834,-0.00962594,0.026822418
1.0,0.065093197,-0.010537149,0.026822418
1.005,0.064485721,-0.008107258,0.026822418
1.01,0.069345504,-0.010233412,0.026822418
1.015,0.061448358,-0.007499786,0.026822418
1.02,0.064789459,-0.00871473,0.026822418
1.025,0.060840882,-0.006892314,0.026822418
1.03,0.064485721,-0.005677367,0.026822418
1.035,0.06296704,-0.011144621,0.026822418
1.04,0.064485721,-0.011448355,0.026822418
1.045,0.05901847,-0.012967037,0.026822418
1.05,0.060840882,-0.007196048,0.026822418
1.055,0.06114462,-0.008410996,0.026822418
1.06,0.063878246,-0.015093194,0.026822418
1.065,0.06296704,-0.010233412,0.026822418
1.07,0.061752096,-0.006284839,0.027126154
1.075,0.061752096,-0.010537149,0.026822418
1.08,0.062663302,-0.008107258,0.026822418
1.085,0.070560448,-0.013878247,0.026822418
1.09,0.061448358,-0.008107258,0.026822418
1.095,0.06114462,-0.009018468,0.026822418
1.1,0.063574515,-0.00780352,0.026822418
1.105,0.064485721,-0.009322202,0.026822418
1.11,0.063574515,-0.010840883,0.026822418
1.115,0.062359564,-0.009018468,0.026822418
1.12,0.060233414,-0.007499786,0.026822418
1.125,0.061752096,-0.007499786,0.026822418
1.13,0.062663302,-0.007196048,0.026822418
1.135,0.063574515,-0.009018468,0.026822418
1.14,0.06114462,-0.006892314,0.026822418
1.145,0.062359564,-0.006284839,0.026822418
1.15,0.06114462,-0.011144621,0.026822418
1.155,0.064485721,-0.011144621,0.027126154
1.16,0.064485721,-0.008107258,0.027126154
1.165,0.062663302,-0.006892314,0.026822418
1.17,0.066004403,-0.011448355,0.026822418
1.175,0.066004403,-0.009929674,0.026822418
1.18,0.06296704,-0.007196048,0.026822418
1.185,0.061752096,-0.0160044,0.026822418
1.19,0.064485721,-0.011144621,0.026822418
1.195,0.062663302,-0.007196048,0.027126154
1.2,0.062663302,-0.006892314,0.026822418
1.205,0.065700665,-0.007499786,0.026822418
1.21,0.057803519,-0.007499786,0.026822418
1.215,0.062055834,-0.011144621,0.026822418
1.22,0.06114462,-0.012967037,0.026822418
1.225,0.059625939,-0.009018468,0.026822418
1.23,0.060840882,-0.009018468,0.026822418
1.235,0.064485721,-0.006892314,0.027126154
1.24,0.062663302,-0.006892314,0.027126154
1.245,0.06114462,-0.009929674,0.026822418
1.25,0.061752096,-0.011448355,0.026822418
1.255,0.060537152,-0.008107258,0.026518682
1.26,0.061448358,-0.011448355,0.026822418
1.265,0.063574515,-0.006892314,0.026822418
1.27,0.063574515,-0.00871473,0.026822418
1.275,0.065093197,-0.00962594,0.026822418
1.28,0.062055834,-0.00780352,0.026822418
1.285,0.061448358,-0.005981104,0.026822418
1.29,0.065396927,-0.00871473,0.026822418
1.295,0.060537152,-0.006892314,0.026822418
1.3,0.063878246,-0.010233412,0.027126154
1.305,0.061448358,-0.009929674,0.027126154
1.31,0.06114462,-0.007196048,0.027126154
1.315,0.060537152,-0.007499786,0.026822418
1.32,0.066004403,-0.00962594,0.026822418
1.325,0.065093197,-0.005981104,0.026822418
1.33,0.06296704,-0.009322202,0.026822418
1.335,0.058410995,-0.005677367,0.026822418
1.34,0.063878246,-0.009018468,0.026822418
1.345,0.061448358,-0.00962594,0.026822418
1.35,0.061752096,-0.009929674,0.026822418
1.355,0.06296704,-0.009018468,0.026822418
1.36,0.065093197,-0.011752093,0.027126154
1.365,0.061448358,-0.010840883,0.026822418
1.37,0.065396927,-0.007499786,0.027126154
1.375,0.060840882,-0.007499786,0.027126154
1.38,0.068738028,-0.00780352,0.027126154
1.385,0.05901847,-0.006892314,0.027126154
1.39,0.064485721,-0.005677367,0.026822418
1.395,0.063878246,-0.014485719,0.026822418
1.4,0.066308141,-0.009929674,0.026822418
1.405,0.067219347,-0.012663303,0.026822418
1.41,0.061448358,-0.008107258,0.026518682
1.415,0.062055834,-0.00962594,0.027126154
1.42,0.063878246,-0.012663303,0.027126154
1.425,0.062055834,-0.009322202,0.027126154
1.43,0.064789459,-0.010537149,0.027126154
1.435,0.061752096,-0.012967037,0.027126154
1.44,0.064181983,-0.009322202,0.026822418
1.445,0.066611879,-0.010233412,0.026822418
1.45,0.061752096,-0.005981104,0.027126154
1.455,0.063270777,-0.009322202,0.027126154
1.46,0.064485721,-0.008107258,0.027126154
1.465,0.062359564,-0.007499786,0.027126154
1.47,0.062663302,-0.012055831,0.026822418
1.475,0.063270777,-0.010840883,0.027126154
1.48,0.063574515,-0.0160044,0.027126154
1.485,0.063270777,-0.005373631,0.027126154
1.49,0.061752096,-0.005677367,0.027126154
1.495,0.061752096,-0.007196048,0.027126154
1.5,0.058714733,-0.00871473,0.027126154
1.505,0.063574515,-0.012359565,0.027126154
1.51,0.066611879,-0.004462423,0.02742989
1.515,0.066915609,-0.009322202,0.026822418
1.52,0.066611879,-0.008410996,0.027126154
1.525,0.063878246,-0.00780352,0.026822418
1.53,0.06296704,-0.009322202,0.026822418
1.535,0.064181983,-0.00780352,0.026822418
1.54,0.06296704,-0.006284839,0.026822418
1.545,0.061448358,-0.007499786,0.026822418
1.55,0.061752096,-0.010537149,0.027126154
1.555,0.062055834,-0.014181985,0.027126154
1.56,0.061448358,-0.006284839,0.027126154
1.565,0.061752096,-0.009322202,0.026822418
1.57,0.061752096,-0.007499786,0.026822418
1.575,0.064485721,-0.008107258,0.026822418
1.58,0.060537152,-0.009929674,0.026822418
1.585,0.05901847,-0.005677367,0.027126154
1.59,0.063270777,-0.009322202,0.027126154
1.595,0.064181983,-0.008107258,0.026822418
1.6,0.063574515,-0.012359565,0.027126154
1.605,0.060233414,-0.008410996,0.027126154
1.61,0.063574515,-0.005981104,0.027126154
1.615,0.064789459,-0.005981104,0.027126154
1.62,0.059625939,-0.005981104,0.026822418
1.625,0.062359564,-0.009322202,0.026822418
1.63,0.062055834,-0.013270775,0.026822418
1.635,0.059929676,-0.010537149,0.027126154
1.64,0.06114462,-0.009322202,0.026822418
1.645,0.060537152,-0.011448355,0.026822418
1.65,0.068738028,-0.00780352,0.026822418
1.655,0.063574515,-0.005069895,0.026822418
1.66,0.063270777,-0.009322202,0.026822418
1.665,0.06296704,-0.009018468,0.026822418
1.67,0.066308141,-0.010537149,0.026822418
1.675,0.06296704,-0.008410996,0.026822418
1.68,0.062663302,-0.011448355,0.027126154
1.685,0.060537152,-0.00780352,0.027126154
1.69,0.06114462,-0.006892314,0.026822418
1.695,0.063878246,-0.006588576,0.027126154
1.7,0.058714733,-0.00871473,0.027126154
1.705,0.062055834,-0.008410996,0.02742989
1.71,0.06114462,-0.008410996,0.027126154
1.715,0.058714733,-0.007499786,0.027126154
1.72,0.060537152,-0.00871473,0.027126154
1.725,0.061752096,-0.009929674,0.027126154
1.73,0.063574515,-0.008107258,0.027126154
1.735,0.060840882,-0.010233412,0.027126154
1.74,0.066004403,-0.005677367,0.027126154
1.745,0.06296704,-0.006284839,0.027126154
1.75,0.060537152,-0.007196048,0.027126154
1.755,0.067219347,-0.005069895,0.027126154
1.76,0.06114462,-0.011752093,0.027126154
1.765,0.060233414,-0.009322202,0.027126154
1.77,0.062359564,-0.011448355,0.027126154
1.775,0.065700665,-0.007196048,0.027126154
1.78,0.063270777,-0.005373631,0.027126154
1.785,0.063878246,-0.012359565,0.027126154
1.79,0.068738028,-0.012663303,0.027126154
1.795,0.063574515,-0.009322202,0.027126154
1.8,0.063574515,-0.009929674,0.027126154
1.805,0.060840882,-0.015700666,0.027126154
1.81,0.062359564,-0.00780352,0.027126154
1.815,0.06296704,-0.010537149,0.027126154
1.82,0.066004403,-0.008107258,0.027126154
1.825,0.059929676,-0.014181985,0.027126154
1.83,0.062663302,-0.006284839,0.027126154
1.835,0.062359564,-0.005981104,0.027126154
1.84,0.063574515,-0.00962594,0.027126154
1.845,0.061448358,-0.008107258,0.027126154
1.85,0.064789459,-0.00871473,0.027126154
1.855,0.062663302,-0.005677367,0.027126154
1.86,0.064181983,-0.005069895,0.027126154
1.865,0.06114462,-0.00871473,0.027126154
1.87,0.060537152,-0.008410996,0.026822418
1.875,0.062359564,-0.010537149,0.027126154
1.88,0.062359564,-0.009322202,0.026822418
1.885,0.061448358,-0.008107258,0.027126154
1.89,0.06114462,-0.011144621,0.027126154
1.895,0.06114462,-0.006588576,0.027126154
1.9,0.06296704,-0.011752093,0.027126154
1.905,0.063574515,-0.006892314,0.027126154
1.91,0.064181983,-0.00780352,0.026822418
1.915,0.062359564,-0.014181985,0.027126154
1.92,0.060840882,-0.010537149,0.026822418
1.925,0.060840882,-0.007196048,0.027126154
1.93,0.066004403,-0.009322202,0.027126154
1.935,0.059322201,-0.008107258,0.027126154
1.94,0.066915609,-0.006284839,0.027126154
1.945,0.06296704,-0.006892314,0.027126154
1.95,0.061448358,-0.006892314,0.027126154
1.955,0.060537152,-0.00780352,0.027126154
1.96,0.061752096,-0.00871473,0.027126154
1.965,0.060233414,-0.009929674,0.027126154
1.97,0.060233414,-0.008107258,0.027126154
1.975,0.064789459,-0.009322202,0.027126154
1.98,0.062663302,-0.008107258,0.027126154
1.985,0.063270777,-0.009929674,0.027126154
1.99,0.060537152,-0.00871473,0.02742989
1.995,0.062055834,-0.00780352,0.027126154
2.0,0.064181983,-0.010537149,0.027126154
2.005,0.063878246,-0.007196048,0.027126154
2.01,0.065093197,-0.009929674,0.027126154
2.015,0.065093197,-0.008410996,0.027126154
2.02,0.064485721,-0.005069895,0.027126154
2.025,0.067219347,-0.008410996,0.027126154
2.03,0.065396927,-0.007499786,0.027126154
2.035,0.062055834,-0.011144621,0.027126154
2.04,0.05901847,-0.011448355,0.027126154
2.045,0.063574515,-0.005677367,0.027126154
2.05,0.063878246,-0.009018468,0.027126154
2.055,0.066915609,-0.011752093,0.027126154
2.06,0.060537152,-0.008410996,0.027126154
2.065,0.068434291,-0.012055831,0.026822418
2.07,0.063878246,-0.013878247,0.027126154
2.075,0.063878246,-0.00962594,0.027126154
2.08,0.064181983,-0.005677367,0.026822418
2.085,0.06296704,-0.009929674,0.026822418
2.09,0.064789459,-0.006284839,0.027126154
2.095,0.061752096,-0.010840883,0.026822418
2.1,0.064181983,-0.00871473,0.027126154
2.105,0.059625939,-0.007499786,0.027126154
2.11,0.059625939,-0.010233412,0.026822418
2.115,0.05901847,-0.009018468,0.027126154
2.12,0.063878246,-0.009322202,0.027126154
2.125,0.06296704,-0.012359565,0.026822418
2.13,0.059929676,-0.007499786,0.026822418
2.135,0.061448358,-0.012663303,0.026822418
2.14,0.061752096,-0.008410996,0.026822418
2.145,0.063270777,-0.00780352,0.026822418
2.15,0.065093197,-0.00871473,0.026822418
2.155,0.064485721,-0.010233412,0.026822418
2.16,0.06114462,-0.010840883,0.026822418
2.165,0.065700665,-0.008107258,0.026822418
2.17,0.059322201,-0.00780352,0.026822418
2.175,0.062055834,-0.00962594,0.027126154
2.18,0.06114462,-0.005677367,0.026822418
2.185,0.063270777,-0.012663303,0.027126154
2.19,0.063574515,-0.005677367,0.027126154
2.195,0.064485721,-0.008107258,0.027126154
2.2,0.062359564,-0.00780352,0.027126154
2.205,0.058714733,-0.010840883,0.027126154
2.21,0.061448358,-0.00780352,0.027126154
2.215,0.06114462,-0.006588576,0.027126154
2.22,0.06114462,-0.010233412,0.026822418
2.225,0.062663302,-0.011752093,0.027126154
2.23,0.063878246,-0.015700666,0.027126154
2.235,0.060840882,-0.010233412,0.026822418
2.24,0.063878246,-0.009322202,0.026822418
2.245,0.063574515,-0.00962594,0.027126154
2.25,0.06114462,-0.009929674,0.027126154
2.255,0.062055834,-0.009018468,0.027126154
2.26,0.063574515,-0.009929674,0.027126154
2.265,0.064485721,-0.006284839,0.027126154
2.27,0.064789459,-0.011144621,0.027126154
2.275,0.063270777,-0.007196048,0.027126154
2.28,0.062359564,-0.010840883,0.027126154
2.285,0.06114462,-0.008107258,0.027126154
2.29,0.062359564,-0.009929674,0.026822418
2.295,0.062359564,-0.008107258,0.027126154
2.3,0.061752096,-0.007499786,0.027126154
2.305,0.061448358,-0.007499786,0.026822418
2.31,0.063878246,-0.00962594,0.027126154
2.315,0.060537152,-0.005069895,0.027126154
2.32,0.063574515,-0.005981104,0.027126154
2.325,0.061752096,-0.014485719,0.027126154
2.33,0.063574515,-0.009322202,0.027126154
2.335,0.064485721,-0.007499786,0.027126154
2.34,0.060233414,-0.008410996,0.026822418
2.345,0.058107257,-0.009929674,0.027126154
2.35,0.064181983,-0.008410996,0.027126154
2.355,0.06114462,-0.008107258,0.027126154
2.36,0.066004403,-0.007196048,0.027126154
2.365,0.062359564,-0.004158685,0.026822418
2.37,0.062359564,-0.011752093,0.027126154
2.375,0.062663302,-0.009322202,0.027126154
2.38,0.06296704,-0.007499786,0.026822418
2.385,0.063574515,-0.008410996,0.026822418
2.39,0.059929676,-0.009322202,0.027126154
2.395,0.06296704,-0.00871473,0.027126154
2.4,0.061752096,-0.006588576,0.027126154
2.405,0.060233414,-0.007499786,0.02742989
2.41,0.060537152,-0.009018468,0.027126154
2.415,0.062359564,-0.00780352,0.027126154
2.42,0.06296704,-0.009018468,0.027126154
2.425,0.063574515,-0.008410996,0.027126154
2.43,0.06114462,-0.010537149,0.026822418
2.435,0.06114462,-0.00871473,0.027126154
2.44,0.062359564,-0.007499786,0.027126154
2.445,0.059322201,-0.009322202,0.026822418
2.45,0.061448358,-0.010840883,0.026822418
2.455,0.063878246,-0.007499786,0.026822418
2.46,0.065093197,-0.011144621,0.026822418
2.465,0.061448358,-0.007499786,0.027126154
2.47,0.066004403,-0.007499786,0.027126154
2.475,0.06114462,-0.008410996,0.027126154
2.48,0.060233414,-0.006284839,0.027126154
2.485,0.063574515,-0.009018468,0.026822418
2.49,0.063878246,-0.00962594,0.027126154
2.495,0.063270777,-0.010537149,0.027126154
2.5,0.063878246,-0.007196048,0.027126154
2.505,0.065093197,-0.006284839,0.027126154
2.51,0.067523085,-0.00780352,0.027126154
2.515,0.063878246,-0.007196048,0.027126154
2.52,0.064181983,-0.005677367,0.027126154
2.525,0.066611879,-0.005677367,0.027126154
2.53,0.059929676,-0.006284839,0.027126154
2.535,0.062055834,-0.00962594,0.027126154
2.54,0.064485721,-0.005677367,0.027126154
2.545,0.063574515,-0.012055831,0.027126154
2.55,0.059929676,-0.005677367,0.027126154
2.555,0.063878246,-0.007196048,0.027126154
2.56,0.067219347,-0.005677367,0.027126154
2.565,0.063574515,-0.006284839,0.027126154
2.57,0.071775392,-0.013574513,0.027126154
2.575,0.062663302,-0.006284839,0.027126154
2.58,0.062055834,-0.010233412,0.027126154
2.585,0.061752096,-0.006892314,0.027126154
2.59,0.063574515,-0.00871473,0.027126154
2.595,0.06114462,-0.008410996,0.027126154
2.6,0.060840882,-0.006892314,0.027126154
2.605,0.065093197,-0.005677367,0.027126154
2.61,0.059929676,-0.007196048,0.02742989
2.615,0.060537152,-0.005677367,0.027126154
2.62,0.067523085,-0.00962594,0.027126154
2.625,0.059322201,-0.005981104,0.027126154
2.63,0.060233414,-0.015093194,0.027126154
2.635,0.064789459,-0.00871473,0.027126154
2.64,0.069952972,-0.007196048,0.027126154
2.645,0.062359564,-0.006588576,0.027126154
2.65,0.064181983,-0.006284839,0.026822418
2.655,0.06114462,-0.009018468,0.027126154
2.66,0.06114462,-0.008107258,0.027126154
2.665,0.064485721,-0.004766159,0.027126154
2.67,0.06296704,-0.005069895,0.027126154
2.675,0.063574515,-0.007499786,0.027126154
2.68,0.059929676,-0.009018468,0.027126154
2.685,0.061752096,-0.012359565,0.027126154
2.69,0.06296704,-0.008107258,0.027126154
2.695,0.066004403,-0.00871473,0.027126154
2.7,0.062359564,-0.011752093,0.027126154
2.705,0.063878246,-0.006892314,0.027126154
2.71,0.064485721,-0.010840883,0.026822418
2.715,0.059322201,-0.008107258,0.027126154
2.72,0.064181983,-0.007196048,0.027126154
2.725,0.061448358,-0.012359565,0.027126154
2.73,0.062055834,-0.008107258,0.026822418
2.735,0.067523085,-0.011144621,0.027126154
2.74,0.059929676,-0.010537149,0.026822418
2.745,0.066308141,-0.009929674,0.026822418
2.75,0.063878246,-0.004462423,0.026822418
2.755,0.060233414,-0.007499786,0.026822418
2.76,0.058714733,-0.009929674,0.026822418
2.765,0.060537152,-0.005981104,0.026822418
2.77,0.060840882,-0.009322202,0.026822418
2.775,0.060537152,-0.010537149,0.026822418
2.78,0.059322201,-0.013574513,0.026822418
2.785,0.060537152,-0.006892314,0.026822418
2.79,0.061752096,-0.006588576,0.026822418
2.795,0.063574515,-0.011752093,0.026822418
2.8,0.060537152,-0.009929674,0.026822418
2.805,0.062055834,-0.009018468,0.026822418
2.81,0.064485721,-0.00871473,0.027126154
2.815,0.063574515,-0.007196048,0.026822418
2.82,0.063574515,-0.006892314,0.026822418
2.825,0.062359564,-0.009018468,0.026822418
2.83,0.062055834,-0.008410996,0.026822418
2.835,0.060537152,-0.00780352,0.026822418
2.84,0.059929676,-0.009018468,0.026822418
2.845,0.062359564,-0.012359565,0.027126154
2.85,0.063878246,-0.00962594,0.027126154
2.855,0.059625939,-0.008107258,0.027126154
2.86,0.062055834,-0.00871473,0.027126154
2.865,0.062055834,-0.007196048,0.026822418
2.87,0.061448358,-0.011752093,0.026822418
2.875,0.062359564,-0.008410996,0.026822418
2.88,0.060537152,-0.009018468,0.027126154
2.885,0.059929676,-0.010537149,0.026822418
2.89,0.064789459,-0.00962594,0.026822418
2.895,0.063878246,-0.008410996,0.026822418
2.9,0.063574515,-0.011752093,0.027126154
2.905,0.063878246,-0.00780352,0.027126154
2.91,0.067826822,-0.010537149,0.027126154
2.915,0.063574515,-0.008107258,0.026822418
2.92,0.060840882,-0.005677367,0.02742989
2.925,0.062359564,-0.006284839,0.02742989
2.93,0.065093197,-0.005069895,0.027126154
2.935,0.062055834,-0.011144621,0.02742989
2.94,0.06114462,-0.006892314,0.027126154
2.945,0.06114462,-0.005677367,0.027126154
2.95,0.062359564,-0.010840883,0.027126154
2.955,0.059929676,-0.006892314,0.027126154
2.96,0.064485721,-0.011144621,0.027126154
2.965,0.059929676,-0.006892314,0.027126154
2.97,0.059625939,-0.011144621,0.027126154
2.975,0.064485721,-0.009322202,0.027126154
2.98,0.063574515,-0.011144621,0.027126154
2.985,0.062055834,-0.011448355,0.027126154
2.99,0.063878246,-0.006892314,0.027126154
2.995,0.061448358,-0.013574513,0.02742989
3.0,0.059322201,-0.014181985,0.027126154
3.005,0.062359564,-0.00962594,0.027126154
3.01,0.064181983,-0.008410996,0.027126154
3.015,0.062359564,-0.008107258,0.02742989
3.02,0.06296704,-0.010537149,0.027126154
3.025,0.062359564,-0.012663303,0.027126154
3.03,0.062359564,-0.00780352,0.027126154
